Age,G,MP,FGA,3P,3P%,2PA,FT,FT%,DRB,AST,BLK,PF,Rk,Pos,Tm,GS,FG,FG%,3PA,2P,2P%,FTA,ORB,TRB,STL,TOV,PTS
22.0,22.0,244.0,87.0,18.0,0.3670000000000001,38.0,28.0,0.6509999999999999,42.0,29.0,0.0,22.0,240.0,SG,HOU,1.0,38.0,0.4370000000000001,49.0,20.0,0.526,43.0,4.0,46.0,6.0,26.0,122.0
21.0,12.0,43.0,15.0,1.0,1.0,14.0,5.0,1.0,0.0,3.0,0.0,4.0,241.0,PG,SAS,0.0,9.0,0.6,1.0,8.0,0.5710000000000001,5.0,4.0,4.0,0.0,4.0,24.0
24.0,32.0,691.0,251.0,25.0,0.294,166.0,17.0,0.85,66.0,146.0,4.0,14.0,242.0,PG,MEM,8.0,111.0,0.442,85.0,86.0,0.518,20.0,15.0,81.0,40.0,28.0,264.0
32.0,35.0,799.0,151.0,0.0,0.0,150.0,29.0,0.518,199.0,67.0,51.0,76.0,243.0,C,BRK,26.0,115.0,0.762,1.0,115.0,0.767,56.0,63.0,262.0,11.0,59.0,259.0
29.0,36.0,749.0,201.0,24.0,0.32,126.0,27.0,0.7709999999999999,58.0,85.0,7.0,83.0,244.0,PG,SAC,2.0,90.0,0.448,75.0,66.0,0.524,35.0,20.0,78.0,24.0,36.0,231.0
23.0,20.0,81.0,26.0,3.0,0.2,11.0,3.0,0.75,10.0,5.0,3.0,14.0,245.0,PF,LAC,0.0,7.0,0.269,15.0,4.0,0.364,4.0,1.0,11.0,2.0,5.0,20.0
27.0,27.0,428.0,165.0,26.0,0.419,103.0,17.0,0.586,84.0,46.0,12.0,38.0,246.0,C,PHO,11.0,77.0,0.467,62.0,51.0,0.495,29.0,22.0,106.0,8.0,14.0,197.0
28.0,35.0,919.0,298.0,0.0,0.0,298.0,63.0,0.75,269.0,40.0,26.0,94.0,247.0,C,POR,23.0,177.0,0.594,0.0,177.0,0.594,84.0,146.0,415.0,18.0,41.0,417.0
24.0,34.0,684.0,203.0,52.0,0.456,89.0,13.0,0.867,82.0,58.0,6.0,54.0,248.0,SG,LAC,7.0,94.0,0.463,114.0,42.0,0.472,15.0,8.0,90.0,11.0,29.0,253.0
29.0,22.0,569.0,109.0,37.0,0.451,27.0,22.0,0.957,98.0,30.0,20.0,50.0,249.0,PF,DAL,16.0,48.0,0.44,82.0,11.0,0.407,23.0,19.0,117.0,10.0,12.0,155.0
23.0,10.0,58.0,23.0,3.0,0.333,14.0,7.0,0.875,7.0,1.0,3.0,7.0,250.0,PF,ATL,0.0,9.0,0.391,9.0,6.0,0.429,8.0,8.0,15.0,2.0,5.0,28.0
21.0,26.0,397.0,119.0,28.0,0.389,47.0,11.0,0.7859999999999999,40.0,17.0,6.0,33.0,251.0,SF,NYK,0.0,47.0,0.395,72.0,19.0,0.404,14.0,9.0,49.0,8.0,16.0,133.0
24.0,19.0,308.0,66.0,7.0,0.304,43.0,16.0,0.889,50.0,23.0,5.0,26.0,252.0,SG,MEM,0.0,28.0,0.424,23.0,21.0,0.488,18.0,18.0,68.0,18.0,8.0,79.0
23.0,25.0,467.0,180.0,39.0,0.345,67.0,24.0,0.8,56.0,21.0,4.0,30.0,253.0,SG,PHI,3.0,69.0,0.383,113.0,30.0,0.448,30.0,5.0,61.0,15.0,24.0,201.0
25.0,10.0,83.0,26.0,6.0,0.273,4.0,2.0,1.0,14.0,4.0,6.0,1.0,254.0,PF,CHI,0.0,9.0,0.34600000000000003,22.0,3.0,0.75,2.0,1.0,15.0,2.0,1.0,26.0
22.0,16.0,91.0,24.0,3.0,0.17600000000000002,7.0,1.0,0.5,12.0,6.0,4.0,8.0,255.0,SF-PF,TOT,0.0,6.0,0.25,17.0,3.0,0.429,2.0,2.0,14.0,6.0,9.0,16.0
